window,NewsScore,StockPrice_IXIC,StockPrice_BTC,StockPrice_MARA,StockPrice_RIOT
"Row(start=datetime.datetime(2016, 4, 9, 20, 0), end=datetime.datetime(2016, 4, 20, 20, 0))","[0.3669, 0.3669, -0.10943, -0.10942999999999999, 0.13677, 0.13677, 0.3153, 0.3153, 0.2878363636363636, 0.28783636363636367, -0.05377500000000002, -0.05377500000000001, 0.0, 0.0, -0.015550000000000008, -0.015550000000000008, 0.04048, 0.04047999999999999, 0.21119230769230768, 0.21119230769230768, 0.15364615384615385, 0.15364615384615388]","[0.22913401502126504, 0.26278888788344945, 0.2964437607456339, 0.0, 0.04017735951497602, 0.2868048140439779, 0.5292082164509999, 0.8452194371550086, 0.8467034657497059, 0.8338792869423581, 0.781543751696679, 0.7770228938557596, 0.7490608994661143, 0.7210989050764623, 0.693136910686817, 0.665174916297165, 0.6372129219075197, 0.9386227490724821, 1.0, 0.792663107411094, 0.8049696860012668, 0.8504823092932766, 4833.39990234375, 4968.2998046875]","[0.0, 0.09047048347623501, 0.10460150872810972, 0.13263254574067126, 0.1491479102379579, 0.25682399852151366, 0.2771013827207509, 0.1900260975240954, 0.19924703602690397, 0.2151673657741612, 0.22181915423860754, 0.46433011687882575, 0.4579989471385129, 0.5037382183119494, 0.5066741897726827, 0.3581675169829918, 0.36789388500288417, 0.41285471071510577, 0.41799301079183027, 0.7302378458902, 0.7217505502321335, 1.0, 419.5920104980469, 441.3890075683594]","[0.7523806658462046, 0.7809520619797369, 0.8095234581132692, 0.7142854710014941, 0.8095234581132692, 1.0, 0.8095234581132692, 0.7619044645573817, 0.7619044645573817, 0.6666664774456065, 0.6666664774456065, 0.42857150966616864, 0.4666667045108791, 0.5047618993555886, 0.542857094200299, 0.5809522890450085, 0.619047483889719, 0.6666664774456065, 0.9523810064441124, 0.5238094967779438, 0.2857145289985059, 0.0, 28.15999984741211, 31.520000457763672]","[0.011111096393919835, 0.033333289181761976, 0.055555481969601646, 0.33333289181760983, 0.6111103016656181, 0.33333289181760983, 0.2777774098480082, 0.055555481969601646, 0.16666644590880492, 0.13333289181760985, 1.0, 0.2777774098480082, 0.2999996026358479, 0.32222179542369, 0.3444439882115297, 0.3666661809993718, 0.38888837378721147, 0.0, 0.0, 0.6666657836352197, 0.44444385575681317, 0.5555548196960164, 2.9800000190734863, 3.1600000858306885]"
"Row(start=datetime.datetime(2016, 4, 10, 20, 0), end=datetime.datetime(2016, 4, 21, 20, 0))","[-0.10943, -0.10942999999999999, 0.13677, 0.13677, 0.3153, 0.3153, 0.2878363636363636, 0.28783636363636367, -0.05377500000000002, -0.05377500000000001, 0.0, 0.0, -0.015550000000000008, -0.015550000000000008, 0.04048, 0.04047999999999999, 0.21119230769230768, 0.21119230769230768, 0.15364615384615385, 0.15364615384615388, 0.46656666666666663, 0.46656666666666663]","[0.2964437607456339, 0.0, 0.04017735951497602, 0.2868048140439779, 0.5292082164509999, 0.8452194371550086, 0.8467034657497059, 0.8338792869423581, 0.781543751696679, 0.7770228938557596, 0.7490608994661143, 0.7210989050764623, 0.693136910686817, 0.665174916297165, 0.6372129219075197, 0.9386227490724821, 1.0, 0.792663107411094, 0.8049696860012668, 0.8504823092932766, 0.8578228214641209, 0.8338792869423581, 4833.39990234375, 4968.2998046875]","[0.0, 0.022175186297704173, 0.03524039270935786, 0.1204223043320308, 0.13646362210585078, 0.06757888301124432, 0.07487351249811709, 0.08746799046581072, 0.09273018067111477, 0.2845791576951363, 0.27957060705140135, 0.31575467184135675, 0.3180773013636726, 0.20059455771463003, 0.20828902947978414, 0.24385727070540594, 0.2479221492685434, 0.49493717713566726, 0.4882229281302888, 0.7083444092967206, 0.7093235244601576, 1.0, 421.87200927734375, 449.42498779296875]","[0.8095234581132692, 0.7142854710014941, 0.8095234581132692, 1.0, 0.8095234581132692, 0.7619044645573817, 0.7619044645573817, 0.6666664774456065, 0.6666664774456065, 0.42857150966616864, 0.4666667045108791, 0.5047618993555886, 0.542857094200299, 0.5809522890450085, 0.619047483889719, 0.6666664774456065, 0.9523810064441124, 0.5238094967779438, 0.2857145289985059, 0.0, 0.2857145289985059, 0.8571430193323373, 28.15999984741211, 31.520000457763672]","[0.055555481969601646, 0.33333289181760983, 0.6111103016656181, 0.33333289181760983, 0.2777774098480082, 0.055555481969601646, 0.16666644590880492, 0.13333289181760985, 1.0, 0.2777774098480082, 0.2999996026358479, 0.32222179542369, 0.3444439882115297, 0.3666661809993718, 0.38888837378721147, 0.0, 0.0, 0.6666657836352197, 0.44444385575681317, 0.5555548196960164, 0.33333289181760983, 0.22222192787840658, 2.9800000190734863, 3.1600000858306885]"
"Row(start=datetime.datetime(2016, 4, 11, 20, 0), end=datetime.datetime(2016, 4, 22, 20, 0))","[0.13677, 0.13677, 0.3153, 0.3153, 0.2878363636363636, 0.28783636363636367, -0.05377500000000002, -0.05377500000000001, 0.0, 0.0, -0.015550000000000008, -0.015550000000000008, 0.04048, 0.04047999999999999, 0.21119230769230768, 0.21119230769230768, 0.15364615384615385, 0.15364615384615388, 0.46656666666666663, 0.46656666666666663, 0.16261111111111115, 0.16261111111111112]","[0.0, 0.25695107004808143, 0.509501272744414, 0.8387404544168945, 0.8402866031865749, 0.8269256151598001, 0.7723993589139247, 0.7676892618082398, 0.7385568021118157, 0.7094243424153847, 0.6802918827189606, 0.6511594230225295, 0.6220269633261054, 0.9360535495427548, 1.0, 0.7839841614028472, 0.7968058829075139, 0.8442236259074196, 0.8518714056754974, 0.8269256151598001, 0.45891581031394363, 0.5206222306024324, 4838.81982421875, 4968.2998046875]","[0.0, 0.08742839538592884, 0.10389276729452503, 0.033191346172428575, 0.04067835531349151, 0.05360498467016121, 0.05900595345685875, 0.2559145212281605, 0.2507738811832339, 0.2879122203313337, 0.2902961040496466, 0.16971501392019844, 0.17761241029173871, 0.21411868489649943, 0.21829076560523022, 0.47182026630834517, 0.4649289438951773, 0.6908556403234443, 0.691860577475084, 0.9902029995782446, 1.0, 0.8528221795540762, 422.8429870605469, 449.68798828125]","[0.8095234581132692, 1.0, 0.8095234581132692, 0.7619044645573817, 0.7619044645573817, 0.6666664774456065, 0.6666664774456065, 0.42857150966616864, 0.4666667045108791, 0.5047618993555886, 0.542857094200299, 0.5809522890450085, 0.619047483889719, 0.6666664774456065, 0.9523810064441124, 0.5238094967779438, 0.2857145289985059, 0.0, 0.2857145289985059, 0.8571430193323373, 0.04761899355588758, 0.5238094967779438, 28.15999984741211, 31.520000457763672]","[0.6111103016656181, 0.33333289181760983, 0.2777774098480082, 0.055555481969601646, 0.16666644590880492, 0.13333289181760985, 1.0, 0.2777774098480082, 0.2999996026358479, 0.32222179542369, 0.3444439882115297, 0.3666661809993718, 0.38888837378721147, 0.0, 0.0, 0.6666657836352197, 0.44444385575681317, 0.5555548196960164, 0.33333289181760983, 0.22222192787840658, 0.11111096393920329, 0.4999993377264148, 2.9800000190734863, 3.1600000858306885]"
"Row(start=datetime.datetime(2016, 4, 12, 20, 0), end=datetime.datetime(2016, 4, 23, 20, 0))","[0.3153, 0.3153, 0.2878363636363636, 0.28783636363636367, -0.05377500000000002, -0.05377500000000001, 0.0, 0.0, -0.015550000000000008, -0.015550000000000008, 0.04048, 0.04047999999999999, 0.21119230769230768, 0.21119230769230768, 0.15364615384615385, 0.15364615384615388, 0.46656666666666663, 0.46656666666666663, 0.16261111111111115, 0.16261111111111112, 0.29596666666666666, 0.29596666666666666]","[0.09348907876946237, 0.7019695850350567, 0.704827086324417, 0.6801340934751398, 0.5793618711754784, 0.5706569465159392, 0.5168160466121238, 0.4629751467082953, 0.4091342468044798, 0.35529334690065134, 0.3014524469968358, 0.8818179283812604, 1.0, 0.6007722222996613, 0.6244685744553323, 0.712103260339276, 0.7262374374485998, 0.6801340934751398, 0.0, 0.1140421795068371, 0.07193515562928014, 0.029828131751723178, 4898.240234375, 4968.2998046875]","[0.0714923700318993, 0.0, 0.007570767594907607, 0.02064200936862373, 0.026103399718366525, 0.22521481736931345, 0.22001666810357215, 0.2575704802138115, 0.2599810328476593, 0.1380509814064431, 0.14603672730407793, 0.18295140385665432, 0.18717015834698394, 0.44353593700606375, 0.436567520188522, 0.6650216972727534, 0.6660378768284623, 0.9677179067160963, 0.977624507859873, 0.8288001839239015, 0.8334707014972556, 1.0, 423.7340087890625, 450.2820129394531]","[0.849999582767586, 0.7999996423722167, 0.7999996423722167, 0.6999997615814777, 0.6999997615814777, 0.4500000596046306, 0.49000001192092657, 0.5299999642372214, 0.5699999165535174, 0.6099998688698123, 0.6499998211861083, 0.6999997615814777, 1.0, 0.5499999403953695, 0.30000023841852225, 0.0, 0.30000023841852225, 0.9000001192092612, 0.04999994039536944, 0.5499999403953695, 0.5599999284744429, 0.5699999165535174, 28.15999984741211, 31.360000610351562]","[0.2777774098480082, 0.055555481969601646, 0.16666644590880492, 0.13333289181760985, 1.0, 0.2777774098480082, 0.2999996026358479, 0.32222179542369, 0.3444439882115297, 0.3666661809993718, 0.38888837378721147, 0.0, 0.0, 0.6666657836352197, 0.44444385575681317, 0.5555548196960164, 0.33333289181760983, 0.22222192787840658, 0.11111096393920329, 0.4999993377264148, 0.44444385575681317, 0.38888837378721147, 2.9800000190734863, 3.1600000858306885]"
"Row(start=datetime.datetime(2016, 4, 13, 20, 0), end=datetime.datetime(2016, 4, 24, 20, 0))","[0.2878363636363636, 0.28783636363636367, -0.05377500000000002, -0.05377500000000001, 0.0, 0.0, -0.015550000000000008, -0.015550000000000008, 0.04048, 0.04047999999999999, 0.21119230769230768, 0.21119230769230768, 0.15364615384615385, 0.15364615384615388, 0.46656666666666663, 0.46656666666666663, 0.16261111111111115, 0.16261111111111112, 0.29596666666666666, 0.29596666666666666, -0.14155, -0.14155000000000004]","[0.7200522985033593, 0.6966329863952511, 0.6010586613116675, 0.5928027423664157, 0.5417389913369097, 0.4906752403073913, 0.43961148927788524, 0.38854773824836686, 0.3374839872188608, 0.8879138370259129, 1.0, 0.6213646525044726, 0.6438387312985928, 0.7269531626977891, 0.7403582896961644, 0.6966329863952511, 0.05158065484177821, 0.15974046405006903, 0.11980534803755485, 0.07987023202504068, 0.03993511601251418, 0.0, 4894.42998046875, 4968.2998046875]","[0.0, 0.010023553720465293, 0.014211567415472819, 0.16689820773112088, 0.16291205788291543, 0.1917098308574894, 0.19355833953322732, 0.10005747389874016, 0.10618126491941313, 0.1344889230519698, 0.13772403360988975, 0.3343156198542349, 0.32897195767382326, 0.504159805646546, 0.5049390529852931, 0.7362794289280589, 0.743876208979327, 0.6297517339134788, 0.6333332745665657, 0.7610346359575045, 0.7690642332523527, 1.0, 423.93499755859375, 458.55499267578125]","[0.7999996423722167, 0.6999997615814777, 0.6999997615814777, 0.4500000596046306, 0.49000001192092657, 0.5299999642372214, 0.5699999165535174, 0.6099998688698123, 0.6499998211861083, 0.6999997615814777, 1.0, 0.5499999403953695, 0.30000023841852225, 0.0, 0.30000023841852225, 0.9000001192092612, 0.04999994039536944, 0.5499999403953695, 0.5599999284744429, 0.5699999165535174, 0.5799999046325909, 0.5899998927116654, 28.15999984741211, 31.360000610351562]","[0.16666644590880492, 0.13333289181760985, 1.0, 0.2777774098480082, 0.2999996026358479, 0.32222179542369, 0.3444439882115297, 0.3666661809993718, 0.38888837378721147, 0.0, 0.0, 0.6666657836352197, 0.44444385575681317, 0.5555548196960164, 0.33333289181760983, 0.22222192787840658, 0.11111096393920329, 0.4999993377264148, 0.44444385575681317, 0.38888837378721147, 0.33333289181760983, 0.2777774098480082, 2.9800000190734863, 3.1600000858306885]"
"Row(start=datetime.datetime(2016, 4, 14, 20, 0), end=datetime.datetime(2016, 4, 25, 20, 0))","[-0.05377500000000002, -0.05377500000000001, 0.0, 0.0, -0.015550000000000008, -0.015550000000000008, 0.04048, 0.04047999999999999, 0.21119230769230768, 0.21119230769230768, 0.15364615384615385, 0.15364615384615388, 0.46656666666666663, 0.46656666666666663, 0.16261111111111115, 0.16261111111111112, 0.29596666666666666, 0.29596666666666666, -0.14155, -0.14155000000000004, 0.3435166666666667, 0.3435166666666667]","[0.6163786254107686, 0.6084397465152199, 0.5593369224608665, 0.5102340984065012, 0.4611312743521479, 0.4120284502977827, 0.3629256262434293, 0.8922181189497035, 1.0, 0.6359048351522625, 0.6575158745796971, 0.7374385833328037, 0.7503289327324617, 0.7082827486699677, 0.08800142378612698, 0.19200772912468933, 0.15360618329975384, 0.11520463747481834, 0.076803091649871, 0.0384015458249355, 0.0, 0.0561060720664603, 4891.47998046875, 4968.2998046875]","[0.0, 0.14286904385825272, 0.13913919941140712, 0.16608530472631172, 0.1678149561648423, 0.08032610157021337, 0.086056139025374, 0.11254364338661957, 0.11557073960951283, 0.2995216858039085, 0.2945216156940505, 0.4584450623276638, 0.45917420485110727, 0.6756396287311848, 0.6827479435128998, 0.5759615567027911, 0.5793128079163102, 0.6988031010002614, 0.7063164033147941, 0.9224032339615451, 0.937701204982254, 1.0, 424.427001953125, 461.4259948730469]","[0.6999997615814777, 0.4500000596046306, 0.49000001192092657, 0.5299999642372214, 0.5699999165535174, 0.6099998688698123, 0.6499998211861083, 0.6999997615814777, 1.0, 0.5499999403953695, 0.30000023841852225, 0.0, 0.30000023841852225, 0.9000001192092612, 0.04999994039536944, 0.5499999403953695, 0.5599999284744429, 0.5699999165535174, 0.5799999046325909, 0.5899998927116654, 0.5999998807907388, 0.0, 28.15999984741211, 31.360000610351562]","[1.0, 0.4799995422363281, 0.49599952697753835, 0.5119995117187504, 0.5279994964599606, 0.5439994812011726, 0.5599994659423828, 0.2799997329711914, 0.2799997329711914, 0.7599992752075195, 0.5999994277954102, 0.6799993515014648, 0.5199995040893555, 0.4399995803833008, 0.3599996566772461, 0.6399993896484375, 0.5999994277954102, 0.5599994659423828, 0.5199995040893555, 0.4799995422363281, 0.4399995803833008, 0.0, 2.9100000858306885, 3.1600000858306885]"
"Row(start=datetime.datetime(2016, 4, 15, 20, 0), end=datetime.datetime(2016, 4, 26, 20, 0))","[0.0, 0.0, -0.015550000000000008, -0.015550000000000008, 0.04048, 0.04047999999999999, 0.21119230769230768, 0.21119230769230768, 0.15364615384615385, 0.15364615384615388, 0.46656666666666663, 0.46656666666666663, 0.16261111111111115, 0.16261111111111112, 0.29596666666666666, 0.29596666666666666, -0.14155, -0.14155000000000004, 0.3435166666666667, 0.3435166666666667, 0.20271, 0.20271]","[0.5769601113002774, 0.5298210286732423, 0.4826819460462187, 0.43554286341918375, 0.38840378079216015, 0.8965285786637865, 1.0, 0.6504658868325187, 0.6712126482020491, 0.7479390533374827, 0.7603138862955438, 0.719949231454531, 0.12447446622854388, 0.22432130631372765, 0.18745553175780214, 0.15058975720187665, 0.11372398264593976, 0.07685820809001426, 0.03999243353408876, 0.09385468724257236, 0.19407985062331815, 0.0, 4888.27978515625, 4968.2998046875]","[0.056242575686586305, 0.08201095761614269, 0.08366501182368745, 0.0, 0.0054795968430202385, 0.03080942171993242, 0.0337042137760551, 0.20961528450205633, 0.2048337505935507, 0.36159265622017456, 0.36228993038301177, 0.5692943806328158, 0.5760920149488008, 0.47397290096025063, 0.4771776802855984, 0.5914454556497349, 0.5986303768593321, 0.8052727809092013, 0.8199021292102661, 0.8794780540056192, 0.8852163679588324, 1.0, 427.39898681640625, 466.0889892578125]","[0.49000001192092657, 0.5299999642372214, 0.5699999165535174, 0.6099998688698123, 0.6499998211861083, 0.6999997615814777, 1.0, 0.5499999403953695, 0.30000023841852225, 0.0, 0.30000023841852225, 0.9000001192092612, 0.04999994039536944, 0.5499999403953695, 0.5599999284744429, 0.5699999165535174, 0.5799999046325909, 0.5899998927116654, 0.5999998807907388, 0.0, 0.0, 0.35000017881389167, 28.15999984741211, 31.360000610351562]","[0.7724139802096105, 0.7862070723181198, 0.8000001644266276, 0.8137932565351369, 0.8275863486436448, 0.5862072367447474, 0.5862072367447474, 1.0, 0.8620690789149158, 0.9310345394574578, 0.7931036183723736, 0.7241381578298316, 0.6551726972872894, 0.8965518091861868, 0.8620690789149158, 0.8275863486436448, 0.7931036183723736, 0.7586208881011026, 0.7241381578298316, 0.34482812484585, 0.0, 0.8620690789149158, 2.809999942779541, 3.0999999046325684]"
"Row(start=datetime.datetime(2016, 4, 16, 20, 0), end=datetime.datetime(2016, 4, 27, 20, 0))","[-0.015550000000000008, -0.015550000000000008, 0.04048, 0.04047999999999999, 0.21119230769230768, 0.21119230769230768, 0.15364615384615385, 0.15364615384615388, 0.46656666666666663, 0.46656666666666663, 0.16261111111111115, 0.16261111111111112, 0.29596666666666666, 0.29596666666666666, -0.14155, -0.14155000000000004, 0.3435166666666667, 0.3435166666666667, 0.20271, 0.20271, 0.45483333333333337, 0.45483333333333337]","[0.633405690564734, 0.6000008648274637, 0.5665960390902015, 0.9266756032171581, 1.0, 0.7523047651993428, 0.7670068321369887, 0.8213785349822711, 0.8301478854968434, 0.8015437170284528, 0.37956412695667213, 0.45031998616276053, 0.4241952780420322, 0.3980705699213039, 0.37194586180056755, 0.3458211536798393, 0.319696445559111, 0.35786560581164056, 0.42888956153247426, 0.2913560494681311, 0.0, 0.06872351465882556, 4855.3798828125, 4968.2998046875]","[0.08329256523354035, 0.0, 0.005455203645492645, 0.030672269237504348, 0.03355417471885716, 0.20868215252425865, 0.20392190428775708, 0.3599829755556306, 0.3606771457042725, 0.5667600864728697, 0.5735274601617794, 0.47186294379970206, 0.47505345659826786, 0.5888125528578373, 0.5959654893781758, 0.8016879956465166, 0.8162522193420617, 0.8755629335127915, 0.8812757025528029, 0.9955483590807114, 1.0, 0.44484527622710673, 427.39898681640625, 466.2619934082031]","[0.5699999165535174, 0.6099998688698123, 0.6499998211861083, 0.6999997615814777, 1.0, 0.5499999403953695, 0.30000023841852225, 0.0, 0.30000023841852225, 0.9000001192092612, 0.04999994039536944, 0.5499999403953695, 0.5599999284744429, 0.5699999165535174, 0.5799999046325909, 0.5899998927116654, 0.5999998807907388, 0.0, 0.0, 0.35000017881389167, 0.19999976158147775, 0.24999970197684718, 28.15999984741211, 31.360000610351562]","[0.8000001644266276, 0.8137932565351369, 0.8275863486436448, 0.5862072367447474, 0.5862072367447474, 1.0, 0.8620690789149158, 0.9310345394574578, 0.7931036183723736, 0.7241381578298316, 0.6551726972872894, 0.8965518091861868, 0.8620690789149158, 0.8275863486436448, 0.7931036183723736, 0.7586208881011026, 0.7241381578298316, 0.34482812484585, 0.0, 0.8620690789149158, 0.7241381578298316, 0.7241381578298316, 2.809999942779541, 3.0999999046325684]"
"Row(start=datetime.datetime(2016, 4, 17, 20, 0), end=datetime.datetime(2016, 4, 28, 20, 0))","[0.04048, 0.04047999999999999, 0.21119230769230768, 0.21119230769230768, 0.15364615384615385, 0.15364615384615388, 0.46656666666666663, 0.46656666666666663, 0.16261111111111115, 0.16261111111111112, 0.29596666666666666, 0.29596666666666666, -0.14155, -0.14155000000000004, 0.3435166666666667, 0.3435166666666667, 0.20271, 0.20271, 0.45483333333333337, 0.45483333333333337, 0.42292857142857143, 0.42292857142857143]","[0.6997729478439031, 0.9492068151591762, 1.0, 0.828416865362265, 0.8386012628652904, 0.8762655611603024, 0.882340254729754, 0.8625256107643091, 0.570212434550269, 0.6192263452390937, 0.6011292699584249, 0.5830321946777559, 0.5649351193970814, 0.5468380441164126, 0.5287409688357436, 0.5551814620002157, 0.6043810881729191, 0.5091090449431471, 0.3072812451324571, 0.35488731263704004, 0.32090137908723837, 0.0, 4805.2900390625, 4968.2998046875]","[0.0, 0.025355384377299617, 0.028253097473699505, 0.2043416743254724, 0.19955531552700478, 0.35647240145406767, 0.3571703792135275, 0.5643837109045602, 0.5711882044916922, 0.468966045434878, 0.4721740585985491, 0.5865571378490284, 0.593749309128349, 0.8006002292904314, 0.815244339589867, 0.8748803805084183, 0.8806244848071402, 0.9955239412688035, 1.0, 0.4418001825480294, 0.45088099952941774, 0.5536724368266962, 427.6109924316406, 466.2619934082031]","[0.6499998211861083, 0.6999997615814777, 1.0, 0.5499999403953695, 0.30000023841852225, 0.0, 0.30000023841852225, 0.9000001192092612, 0.04999994039536944, 0.5499999403953695, 0.5599999284744429, 0.5699999165535174, 0.5799999046325909, 0.5899998927116654, 0.5999998807907388, 0.0, 0.0, 0.35000017881389167, 0.19999976158147775, 0.24999970197684718, 0.30000023841852225, 0.30000023841852225, 28.15999984741211, 31.360000610351562]","[0.8275863486436448, 0.5862072367447474, 0.5862072367447474, 1.0, 0.8620690789149158, 0.9310345394574578, 0.7931036183723736, 0.7241381578298316, 0.6551726972872894, 0.8965518091861868, 0.8620690789149158, 0.8275863486436448, 0.7931036183723736, 0.7586208881011026, 0.7241381578298316, 0.34482812484585, 0.0, 0.8620690789149158, 0.7241381578298316, 0.7241381578298316, 0.6793105262638652, 0.6551726972872894, 2.809999942779541, 3.0999999046325684]"
"Row(start=datetime.datetime(2016, 4, 18, 20, 0), end=datetime.datetime(2016, 4, 29, 20, 0))","[0.21119230769230768, 0.21119230769230768, 0.15364615384615385, 0.15364615384615388, 0.46656666666666663, 0.46656666666666663, 0.16261111111111115, 0.16261111111111112, 0.29596666666666666, 0.29596666666666666, -0.14155, -0.14155000000000004, 0.3435166666666667, 0.3435166666666667, 0.20271, 0.20271, 0.45483333333333337, 0.45483333333333337, 0.42292857142857143, 0.42292857142857143, 0.2396866666666667, 0.23968666666666666]","[1.0, 0.8550340258287548, 0.8636385492773465, 0.8954601015839916, 0.9005924467468575, 0.8838515871549649, 0.6368840489850458, 0.6782945834524892, 0.6630048514327807, 0.6477151194130721, 0.632425387393359, 0.6171356553736504, 0.601845923353942, 0.6241847846718007, 0.6657522251550713, 0.585259439035686, 0.414740560964314, 0.454961646602099, 0.4262478457057101, 0.15512690406715576, 0.15771838407049635, 0.0, 4775.35986328125, 4968.2998046875]","[0.0, 0.18120827181850166, 0.1762827518235068, 0.33776213037271285, 0.33848040151681963, 0.5517183662094053, 0.558720697340528, 0.453526475685628, 0.4568277603671958, 0.5745364754174951, 0.5819377557926861, 0.794802772006601, 0.8098726531262264, 0.8712425847035872, 0.8771536962119323, 0.9953938019050436, 1.0, 0.4255707777397697, 0.4349156153284262, 0.5406956667286893, 0.5512657903867045, 0.7027340617339423, 428.7030029296875, 466.2619934082031]","[1.0, 0.5499999403953695, 0.30000023841852225, 0.0, 0.30000023841852225, 0.9000001192092612, 0.04999994039536944, 0.5499999403953695, 0.5599999284744429, 0.5699999165535174, 0.5799999046325909, 0.5899998927116654, 0.5999998807907388, 0.0, 0.0, 0.35000017881389167, 0.19999976158147775, 0.24999970197684718, 0.30000023841852225, 0.30000023841852225, 0.19999976158147775, 0.1499998211861083, 28.15999984741211, 31.360000610351562]","[0.4594595117060261, 0.7837834180578171, 0.6756754492738868, 0.729729433665852, 0.6216214648819216, 0.5675674804899564, 0.5135134960979912, 0.7027024414698694, 0.6756754492738868, 0.6486484570779042, 0.6216214648819216, 0.594594472685939, 0.5675674804899564, 0.27027056633414803, 0.0, 0.6756754492738868, 0.5675674804899564, 0.5675674804899564, 0.5324323261977468, 0.5135134960979912, 1.0, 0.7567564258618346, 2.809999942779541, 3.180000066757202]"
"Row(start=datetime.datetime(2016, 4, 19, 20, 0), end=datetime.datetime(2016, 4, 30, 20, 0))","[0.15364615384615385, 0.15364615384615388, 0.46656666666666663, 0.46656666666666663, 0.16261111111111115, 0.16261111111111112, 0.29596666666666666, 0.29596666666666666, -0.14155, -0.14155000000000004, 0.3435166666666667, 0.3435166666666667, 0.20271, 0.20271, 0.45483333333333337, 0.45483333333333337, 0.42292857142857143, 0.42292857142857143, 0.2396866666666667, 0.23968666666666666, -0.09783333333333333, -0.09783333333333333]","[0.9589671248043478, 0.9943011456720461, 1.0, 0.9814112813710971, 0.7071834227409016, 0.7531648593130463, 0.7361874439739122, 0.719210028634778, 0.7022326132956386, 0.6852551979565045, 0.6682777826173703, 0.6930824113909645, 0.739238073292662, 0.6498604792320597, 0.46051969729754033, 0.5051803934682362, 0.4732971581600681, 0.17224983912257877, 0.175127367146161, 0.0, 0.012879747991492106, 0.02575949598298421, 4775.35986328125, 4949.1201171875]","[0.0, 0.19603738893009895, 0.19690937643029624, 0.4557821451681634, 0.46428303688388756, 0.33657632455295844, 0.34058411325578825, 0.4834835308786162, 0.4924687504932056, 0.7508887564905857, 0.7691837250043402, 0.8436873628888433, 0.8508635043638831, 0.9944080349110652, 1.0, 0.30263786082921673, 0.31398257603257523, 0.44240049083821276, 0.45523271413014316, 0.6391165306734427, 0.6417354524076324, 0.42000106532409526, 435.3240051269531, 466.2619934082031]","[0.3333335540911951, 0.0, 0.3333335540911951, 1.0, 0.055555481969601646, 0.6111109639392033, 0.6222220603331231, 0.6333331567270442, 0.644444253120964, 0.6555553495148851, 0.666666445908805, 0.0, 0.0, 0.3888890360607967, 0.22222192787840658, 0.2777774098480082, 0.3333335540911951, 0.3333335540911951, 0.22222192787840658, 0.16666644590880492, 0.12222206033312312, 0.07777767475744254, 28.15999984741211, 31.040000915527344]","[0.6756754492738868, 0.729729433665852, 0.6216214648819216, 0.5675674804899564, 0.5135134960979912, 0.7027024414698694, 0.6756754492738868, 0.6486484570779042, 0.6216214648819216, 0.594594472685939, 0.5675674804899564, 0.27027056633414803, 0.0, 0.6756754492738868, 0.5675674804899564, 0.5675674804899564, 0.5324323261977468, 0.5135134960979912, 1.0, 0.7567564258618346, 0.7567564258618346, 0.7567564258618346, 2.809999942779541, 3.180000066757202]"
